person,question,response_str,response_n,response
p63,q1,"Software (engineering/developing), SysAdmin/DevOps",0,Software (engineering/developing)
p63,q1,"Software (engineering/developing), SysAdmin/DevOps",1,SysAdmin/DevOps
p2,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",0,Software (engineering/developing)
p2,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",1,Science (scientific & numeric computing/data science)
p2,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",2,Web (django/flask/other web development)
p50,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",0,Software (engineering/developing)
p50,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",1,Science (scientific & numeric computing/data science)
p50,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",2,Web (django/flask/other web development)
p68,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p1,q1,"Science (scientific & numeric computing/data science), Web (django/flask/other web development)",0,Science (scientific & numeric computing/data science)
p1,q1,"Science (scientific & numeric computing/data science), Web (django/flask/other web development)",1,Web (django/flask/other web development)
p36,q1,Not really using it though interested,0,Not really using it though interested
p12,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p65,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p38,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p38,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p76,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",0,Software (engineering/developing)
p76,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",1,Web (django/flask/other web development)
p76,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",2,SysAdmin/DevOps
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",0,Software (engineering/developing)
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",1,Science (scientific & numeric computing/data science)
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",2,Web (django/flask/other web development)
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",3,SysAdmin/DevOps
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",4,data conversion scripts
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",5,GUIs
p27,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps, data conversion scripts, GUIs, and miscellaneous utilities",6,and miscellaneous utilities
p35,q1,"Software (engineering/developing), Data utilities",0,Software (engineering/developing)
p35,q1,"Software (engineering/developing), Data utilities",1,Data utilities
p15,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p15,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p57,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), SysAdmin/DevOps",0,Software (engineering/developing)
p57,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), SysAdmin/DevOps",1,Science (scientific & numeric computing/data science)
p57,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), SysAdmin/DevOps",2,SysAdmin/DevOps
p0,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p14,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",0,Software (engineering/developing)
p14,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",1,Science (scientific & numeric computing/data science)
p14,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development)",2,Web (django/flask/other web development)
p7,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p40,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p55,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p59,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p59,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p79,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p79,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p60,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p6,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p48,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p5,q1,"Software (engineering/developing), Web (django/flask/other web development)",0,Software (engineering/developing)
p5,q1,"Software (engineering/developing), Web (django/flask/other web development)",1,Web (django/flask/other web development)
p67,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p67,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p54,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p70,q1,"Software (engineering/developing), SysAdmin/DevOps",0,Software (engineering/developing)
p70,q1,"Software (engineering/developing), SysAdmin/DevOps",1,SysAdmin/DevOps
p4,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",0,Software (engineering/developing)
p4,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",1,Science (scientific & numeric computing/data science)
p4,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",2,Web (django/flask/other web development)
p4,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science), Web (django/flask/other web development), SysAdmin/DevOps",3,SysAdmin/DevOps
p11,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p47,q1,"Software (engineering/developing), tinkering, side projects",0,Software (engineering/developing)
p47,q1,"Software (engineering/developing), tinkering, side projects",1,tinkering
p47,q1,"Software (engineering/developing), tinkering, side projects",2,side projects
p69,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p61,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p61,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p31,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p28,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p25,q1,SysAdmin/DevOps,0,SysAdmin/DevOps
p17,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p75,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p10,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p72,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p72,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p81,q1,Education (teaching & undergraduate studies),0,Education (teaching & undergraduate studies)
p16,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p71,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p37,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p49,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p8,q1,Interested; not yet using Python,0,Interested; not yet using Python
p62,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p39,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p20,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",0,Software (engineering/developing)
p20,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",1,Web (django/flask/other web development)
p20,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",2,SysAdmin/DevOps
p84,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p43,q1,Education (teaching & undergraduate studies),0,Education (teaching & undergraduate studies)
p9,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p23,q1,"Science (scientific & numeric computing/data science), Education (teaching & undergraduate studies), SysAdmin/DevOps",0,Science (scientific & numeric computing/data science)
p23,q1,"Science (scientific & numeric computing/data science), Education (teaching & undergraduate studies), SysAdmin/DevOps",1,Education (teaching & undergraduate studies)
p23,q1,"Science (scientific & numeric computing/data science), Education (teaching & undergraduate studies), SysAdmin/DevOps",2,SysAdmin/DevOps
p44,q1,"Science (scientific & numeric computing/data science), deep learning, computer vision",0,Science (scientific & numeric computing/data science)
p44,q1,"Science (scientific & numeric computing/data science), deep learning, computer vision",1,deep learning
p44,q1,"Science (scientific & numeric computing/data science), deep learning, computer vision",2,computer vision
p19,q1,Software (engineering/developing),0,Software (engineering/developing)
p24,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p82,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",0,Software (engineering/developing)
p82,q1,"Software (engineering/developing), Science (scientific & numeric computing/data science)",1,Science (scientific & numeric computing/data science)
p21,q1,Science (scientific & numeric computing/data science),0,Science (scientific & numeric computing/data science)
p26,q1,Web (django/flask/other web development),0,Web (django/flask/other web development)
p29,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",0,Software (engineering/developing)
p29,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",1,Web (django/flask/other web development)
p29,q1,"Software (engineering/developing), Web (django/flask/other web development), SysAdmin/DevOps",2,SysAdmin/DevOps
p45,q7,Monthly,0,Monthly
p77,q7,A few times a year,0,A few times a year
p78,q7,Monthly,0,Monthly
p51,q7,Monthly,0,Monthly
p53,q7,Monthly,0,Monthly
p32,q7,Weekly,0,Weekly
p66,q7,A few times a year,0,A few times a year
p3,q7,,0,
p80,q7,Monthly,0,Monthly
p33,q7,Monthly,0,Monthly
p34,q7,Monthly,0,Monthly
p41,q7,Monthly,0,Monthly
p42,q7,A few times a year,0,A few times a year
p46,q7,Monthly,0,Monthly
p13,q7,Monthly,0,Monthly
p74,q7,Weekly,0,Weekly
p83,q7,Monthly,0,Monthly
p18,q7,Monthly,0,Monthly
p22,q7,Monthly,0,Monthly
p58,q7,Weekly,0,Weekly
p30,q7,Monthly,0,Monthly
p52,q7,A few times a year,0,A few times a year
p73,q7,"A few times a year, Monthly",0,A few times a year
p73,q7,"A few times a year, Monthly",1,Monthly
p64,q7,A few times a year,0,A few times a year
p56,q7,Monthly,0,Monthly
p63,q7,Monthly,0,Monthly
p2,q7,,0,
p50,q7,A few times a year,0,A few times a year
p68,q7,Monthly,0,Monthly
p1,q7,,0,
p36,q7,A few times a year,0,A few times a year
p12,q7,"Monthly, Weekly",0,Monthly
p12,q7,"Monthly, Weekly",1,Weekly
p65,q7,"Monthly, Weekly",0,Monthly
p65,q7,"Monthly, Weekly",1,Weekly
p38,q7,Monthly,0,Monthly
p76,q7,"Monthly, Weekly",0,Monthly
p76,q7,"Monthly, Weekly",1,Weekly
p27,q7,"Monthly, Weekly",0,Monthly
p27,q7,"Monthly, Weekly",1,Weekly
p35,q7,Monthly,0,Monthly
p15,q7,"A few times a year, Monthly",0,A few times a year
p15,q7,"A few times a year, Monthly",1,Monthly
p57,q7,"A few times a year, Monthly",0,A few times a year
p57,q7,"A few times a year, Monthly",1,Monthly
p0,q7,,0,
p14,q7,Monthly,0,Monthly
p7,q7,A few times a year,0,A few times a year
p40,q7,Monthly,0,Monthly
p55,q7,Monthly,0,Monthly
p59,q7,"A few times a year, Monthly",0,A few times a year
p59,q7,"A few times a year, Monthly",1,Monthly
p79,q7,Monthly,0,Monthly
p60,q7,Monthly,0,Monthly
p6,q7,"Monthly, Weekly",0,Monthly
p6,q7,"Monthly, Weekly",1,Weekly
p48,q7,Monthly,0,Monthly
